Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark_yn,aws_yn,excel_yn,sql_yn,sas_yn,d3js_yn,julia_yn,jupyter_yn,keras_yn,matlab_yn,matplotlib_yn,pytorch_yn,scikit_yn,tensor_yn,weka_yn,selenium_yn,hadoop_yn,tableau_yn,bi_yn,bigml_yn,rapidminer_yn,flink_yn,datarobot_yn,hana_yn,mongo_yn,trifacta_yn,minitab_yn,kafka_yn,microstrategy_yn,google_an_yn,spss_yn,job_simp,seniority_by_title,seniority_by_description,seniority,desc_len,desc_len_words
Data Scientist,Employer Provided Salary:$130K - $150K,"Roles & Responsibilities: Provides support of Artificial Intelligence (AI), to include machine learning, to analyze data for accuracy, authenticity, expectancy, timeliness, relevancy, intelligence gaps, and viability. Identifies and develops innovative investigative, statistical, and predictive value of DEA’s data holdings by evaluating through data analysis and integration. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining. Prepares big data, implements data models, and develops databases to support the business solutions. Works on complex technical projects or business issues requiring state of the art technical or industry knowledge. Develops, deploys, and manages statistical, unsupervised, and supervised Learning Data Models with accuracy, precision, and sensitivities. Performs mathematical/statistician modeling to organize, optimize, model, research, mine, and predict new data. Identifies accuracies, precision, and sensitivities. Validates machine learning with statistical modeling. Designs algorithms such as neural networks, decision trees, and surrogate models. Uses Data Lakes, chunking, large file shares, or increased time limits for storage needs; uses serverless computing like Athena/Lambda to handle concurrency, or increased time limits; and uses extract, transform, load standard data formats, or parsing due to lack of infrastructure.",-1.0,Ai Vantage,Remote,na,-1,Company - Public,-1,-1,Unknown / Non-Applicable,0,1,130.0,150.0,140.0,Ai Vantag,Remote,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,1474,191
Data Scientist - NLP,$121K - $169K (Glassdoor est.),"you are a research scientist and engineer who wants to work in the areas of machine learning, natural language processing, information extraction, graphical models, summarization, information retrieval, recommend systems, and/or knowledge graphs. you will bring new ideas, evangelizing them, and shepherding their adoption within the team. you extract and identify relevant, meaningful, and actionable information from structured and unstructured data in real-time and provide advanced ways of accessing this data (such as search, summarization, and recommendations). what you will do: proactively explore, research, describe, and analyze data. develop tools and strategies related to text analytics, machine learning, and semantic enrichment",3.5,"Bloomberg BNA
3.4","Washington, DC",1001 to 5000 Employees,1929,Company - Private,Publishing,Media & Communication,$100 to $500 million (USD),0,0,121.0,169.0,145.0,Bloomberg BNA,DC,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,742,100
"Data Scientist, Product",Employer Provided Salary:$160K - $255K,"about us: we're on a mission to make it possible for every person, team, and company to be able to tailor their software to solve any problem and take on any challenge. computers may be our most powerful tools, but most of us can't build or modify the software we use on them every day. at notion, we want to change this with focus, design, and craft. we've been working on this together since 2016, and have customers like pixar, mitsubishi, figma, plaid, match group, and thousands more on this journey with us. today, we're growing fast and excited for new teammates to join us who are the best at what they do. we're passionate about building a company as diverse and creative as the millions of people notion reaches worldwide.  notion is an in person company, and currently requires its employees to come to the office for two anchor days (mondays & thursdays) and requests that employees spend the majority of their week in the office (including a third day).",4.8,"Notion
4.9","New York, NY",501 to 1000 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,1,160.0,255.0,207.5,Notion,NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,966,172
Data Scientist II,Employer Provided Salary:$102K - $152K,"job description zendesk is looking for a data scientist to join enterprise data & analytics. in the decision science group, you will be a member of a small but mighty team tasked with the most complicated and exciting problems facing the business! on any given day, you may be exploring new datasets, learning the intricacies of a business process, building models, perfecting visualizations, or coordinating the operationalization of an asset. you’ll work with a collaborative team where you will quickly develop wide exposure to different functions and best practices for applying data science in very human environments. most importantly, we build things that matter! the insights we uncover and tools we develop immediately benefit our stakeholders. we strive to fail fast and iterate quickly so that we make the biggest difference with our business partners.  the us annualized base salary range for this position is $102,000.00-$152,000.00. this position may also be eligible for bonus, benefits, or related incentives. while this range reflects the minimum and maximum value for new hire salaries for the position across all us locations, the offer for the successful candidate for this position will be based on job related capabilities, applicable experience, and other factors such as work location. please note that the compensation details listed in us role postings reflect the base salary only (or ote for commissions based roles), and do not include bonus, benefits, or related incentives.",3.6,"Zendesk
3.6",Remote,1001 to 5000 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),0,1,102.0,152.0,127.0,Zendesk,Remote,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,1504,235
Data Scientist,Employer Provided Salary:$125K - $145K,"job location boston job description the procter & gamble business service company is seeking a data scientist (boston, ma) to develop new natural language processing (nlp) capabilities and apply them to projects including voice of consumer (ecommerce ratings & reviews, social media, consumer comments from primary research, etc.). analyze verbatims for consumer complaints (call center data), innovation opportunity discovery (qualitative consumer research), and consumption evaluation for in-market products. build advanced large-scale machine learning models to bring direct business impacts such as facilitating product developers and products researchers and market researchers to better understand consumers’ attitude towards products without needing to perform large scale consumer tests, researching competitors to gain insight into their products and predicting emerging trends and topics using social media data. communicate state-of-the-art nlp techniques with other data scientists and business leaders. utilize strong python and cloud computing skills along with tools such as pytorch or tensorflow to derive consumer related business insights. local telecommuting permitted up to 3 days per week. full time r000089048 experienced professionals (job segmentation) $125,000.00 - $145,000.00 / year",4.1,"Procter & Gamble
4.1","Boston, MA",10000+ Employees,1837,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,1,125.0,145.0,135.0,Procter & Gamble,MA,186,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,1309,176
Junior Data Scientist,Employer Provided Salary:$60K - $64K,"background: donorsearch is the leading provider of prospect research solutions and ai-powered technologies, serving over 6,800 nonprofit organizations across the us. we are family-owned, headquartered in maryland, and have a rapidly-growing remote workforce in every u.s. timezone. with our outstanding reputation and team of innovative professionals, we seek someone to join us to expand our brand and make a lasting impact on the world. at donorsearch, we value: innovation, excellence, growth, collaboration, and quality. job summary:",4.0,"DonorSearch
3.8",Remote,1 to 50 Employees,-1,Company - Public,Accounting & Tax,Financial Services,Unknown / Non-Applicable,0,1,60.0,64.0,62.0,DonorSearch,Remote,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,jr,na,jr,537,76
"Data Scientist (Omics data analysis (genetics, genomics and proteomics))",Employer Provided Salary:$51.00 - $52.00 Per Hour,"job description: responsibilities: project involves developing multi-omics directed graph networks based on causal inference framework based on multiple data types (e.g., clinical, rna-seq, epigenetic, proteomic, and/or genetic data). skills: must be expert in at least one area of causal inference such as interpretable machine learning or data fusion problem, e.g., to reduce space of plausible causal relationships and how data from multiple sources can be combined to make causal inferences. experience with machine learning in the context of causal inference, so that the predictive models are more than just a black box, is strongly desired.",3.7,"Tellus Solutions
3.7",Remote,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),1,1,97.0,99.0,98.0,Tellus Solutions,Remote,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,647,95
Data Scientist,Employer Provided Salary:$114K - $122K,about us we are professional and agile. our work environment includes: modern office setting food provided responsibilities: - utilize data mining techniques to extract insights and patterns from large datasets - develop and implement algorithms and models for predictive analytics - collaborate with cross-functional teams to identify business problems and provide data-driven solutions - conduct statistical analysis and hypothesis testing to support decision-making processes - create data visualizations and reports to communicate findings to stakeholders - stay up-to-date with the latest advancements in data science and analytics,-1.0,Helix Tech IT solution,"Chapel Hill, NC",na,-1,Other Organization,-1,-1,Unknown / Non-Applicable,0,1,114.0,122.0,118.0,Helix Tech IT solutio,NC,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,636,87
Data Scientist,Employer Provided Salary:$130K - $146K,requisition id: 377004 work area: information technology expected travel: 0% career status: professional employment type: regular full time career level: t2 original posting date: 7/17/23 recruiter name: j.l. andal additional locations:  original posting date: 7/17/2023 data scientist,4.4,"SAP
4.4","Palo Alto, CA",10000+ Employees,1972,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,1,130.0,146.0,138.0,SAP,CA,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,285,38
Data Scientist,Employer Provided Salary:$100K - $130K,"at fulcrum, we provide cutting-edge data science consulting and software solutions to help companies solve challenging business problems. through the utilization of our innovative products and dedicated team, clients are able to operate more efficiently, manage risk, and make informed business decisions every day. fulcrum analytics has stood at the forefront of data, analytics, and innovative software for over 25 years, offering sophisticated solutions, groundbreaking technologies, and winning strategies that help companies achieve their targeted results. role description: the data scientist role is expected to develop analytical, statistical, and machine learning solutions to client business problems. the data scientist will have a number of responsibilities, including:",-1.0,Fulcrum Analytics,Remote,na,-1,Other Organization,-1,-1,Unknown / Non-Applicable,0,1,100.0,130.0,115.0,Fulcrum Analytic,Remote,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,781,106
Data Scientist,Employer Provided Salary:$60K - $140K,"we are looking for junior, mid-level or senior-level data scientists with the following: demonstrated software development experience with python in a unix environment. practical knowledge in python machine learning and data visualization practical knowledge in data etl such as working with: data loading from sql, csv, json, excel, etc., web scraping (beautiful soup, scrapy, etc.) and data wrangling/cleaning experience using the unix command line. proficiency in statistical packages using any of the following: python, r, stata, spss, etc.",-1.0,Tech brothers infoservices,Remote,na,-1,Company - Public,-1,-1,Unknown / Non-Applicable,0,1,60.0,140.0,100.0,Tech brothers infoservice,Remote,-1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,data scientist,na,na,na,544,78
Data Scientist,Employer Provided Salary:$105K - $157K,"morrison foerster llp, an am law 50 law firm with 18 offices worldwide, has an opening for a data scientist within our information technology department) in our austin boston denver los angeles miami new york palo alto san diego san francisco washington, d.c. office. the opportunity guided by department and firmwide objectives and priorities and under the direction of the director of data science analytics, participates in and contributes to improving firm strategy, delivery of legal services, and operations using data science tools and techniques. partners with the director to develop and gain buy-in for the program strategy, identifying the individuals, resources, and tools necessary to accomplish the strategy. ensures execution and ongoing operations of same. along with the director, functions as a thought leader within the firm and possesses substantial data science experience in a variety of industries and scenarios. ensures client service and satisfaction are attained in all areas of position.",3.9,"Morrison & Foerster
3.9",United States,1001 to 5000 Employees,1883,Private Practice / Firm,Legal,Legal,$1 to $5 billion (USD),0,1,105.0,157.0,131.0,Morrison & Foerster,United States,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,na,1014,153
